visit_id,variation,completed
565224535_70408060538_645924,Control,0
55344865_38580178855_259881,Control,1
157636643_61661313246_933997,Test,0
755520372_53699291085_181408,Control,0
356697264_34012501195_232924,Control,0
395089871_34522570344_166483,Test,1
112396047_88932938622_886508,Test,1
233520937_48046726006_507585,Control,1
487263742_20280814968_875420,Control,1
344194504_77887903380_542243,Control,1
255151070_23251596234_582179,Test,1
99049284_90898226625_364685,Control,1
822012025_61261633546_462824,Test,0
752212247_32665424889_354189,Test,0
980204204_11014440515_536398,Test,0
533994017_47757223394_322909,Test,1
615570238_86000918164_941211,Test,0
378677698_79396330578_820230,Test,1
337854963_10399563648_671519,Control,1
498519094_4515342903_239389,Test,0
360078472_77050341008_616985,Test,1
141473472_676965303_469066,Control,1
515719836_48757230988_430926,Control,1
326101667_33334183299_904314,Test,0
728008202_17134950947_349569,Test,1
953961612_61781350366_882064,Test,0
284014680_60044441333_821111,Test,0
842607261_26806801732_926839,Control,1
586995846_9678603476_854171,Test,1
935143193_20841376162_635285,Test,0
647622284_55487957249_888265,Test,0
6313610_9428944599_371030,Test,0
771184269_54729288978_31936,Control,1
884765314_28330656724_370920,Control,0
700860881_32728858253_134918,Control,0
123323354_70561128090_959942,Test,1
770853316_64110576368_618035,Test,0
633302229_36301260982_292948,Test,0
151520786_55157054763_440246,Control,1
781654984_86659896172_331531,Control,1
612345803_53035130861_953685,Control,0
795179071_8119326602_316364,Test,1
669535669_96006294467_151210,Test,0
644492076_72087102546_293927,Control,1
138311930_91760478732_775091,Test,1
837193963_42712333864_34016,Test,0
682947876_93064887179_164562,Test,1
544854851_54054145509_332384,Control,1
525457136_66287816980_677830,Test,0
468022558_49891098407_826256,Control,1
613650210_5389331022_946744,Control,1
380240369_70288058106_395362,Test,0
218448943_49787178269_891896,Test,1
964224181_5330690247_187803,Control,0
28047493_91665089710_771664,Control,1
326158267_95449174781_30876,Test,1
88075384_97726973565_782572,Control,0
563942838_80260603522_885845,Control,0
424955623_87935847611_649653,Test,1
767561379_88073876811_692718,Test,0
229756773_46555122292_952303,Control,1
878606004_39156504961_874401,Test,0
564243918_85575903531_171853,Test,0
116759861_26538994517_338467,Test,0
99816703_60637747101_202865,Test,0
786070704_24242503493_516907,Test,1
259952105_107950652_501626,Test,0
524541761_22999633586_3826,Test,0
856277513_90041585407_802732,Test,1
876512358_13482677007_66885,Test,0
408584827_68515776604_676607,Control,1
931462964_86847924904_582406,Test,1
684886972_48573116794_549468,Control,0
480169452_76769023047_783645,Control,0
951828404_52412795444_357737,Control,0
883376619_93139516216_330366,Control,1
695335053_4064096541_918806,Control,0
578815417_23940138718_326615,Test,1
302849843_19831497625_604165,Test,0
855879269_45688356603_222583,Test,0
406358497_9700108536_35445,Test,0
497672278_92719108507_182218,Test,1
955973031_31032015255_903236,Test,1
927388294_96482220036_776964,Test,0
272314710_57485751196_707310,Test,0
750878028_46335513219_109739,Test,1
545097331_24398018950_243077,Test,0
514521311_61289431788_157652,Test,0
953641951_75373138782_74719,Test,1
619606522_3235225658_133717,Test,1
173577946_90140659153_559942,Control,0
72346919_52283320139_263444,Control,1
551036408_20199401291_208746,Test,1
797370513_80148431625_107181,Test,1
14456750_65982757165_435767,Control,1
316599239_99404525155_546156,Control,0
514435359_40118139730_374909,Test,0
751320829_29018073464_437456,Test,1
600881409_88788886077_707054,Control,1
708955616_34474402778_647655,Control,1
323196107_85796638268_496345,Control,1
699920587_72015169790_928084,Control,1
898590961_20572675227_879045,Control,0
128044128_84817135487_555150,Test,0
331037473_11518510563_398333,Test,1
602651925_55740974033_787376,Test,1
165673176_65407357184_769885,Test,1
182335108_79497416083_170463,Test,0
775094105_69671175981_752759,Control,1
523603493_70492545127_46513,Test,1
471563944_94010942675_604920,Test,0
872756950_1766802302_350575,Control,1
110396168_29164529346_22732,Control,1
78967310_31985061650_699412,Control,1
130597096_96929918457_29111,Test,1
15652307_37889779100_155831,Test,1
265869184_87471447897_752556,Test,0
872526882_17370371537_72851,Test,0
243792017_79992634789_328711,Test,1
447038014_3750647316_415748,Control,1
206609865_58865864039_821261,Test,0
782098239_44928281492_19850,Control,0
940937661_44731992145_337258,Control,1
776755714_97979258505_259509,Control,1
967883255_9036103127_362842,Control,1
265208869_31224249406_913670,Control,0
10891635_81043982891_216011,Test,0
753377135_73626273469_257496,Test,0
96645049_24597872893_738038,Test,0
64890392_21634772416_837207,Control,0
211437416_50508562226_692845,Control,0
201134996_27262732915_99743,Control,1
129318755_38765236460_61109,Test,1
412735662_50524104069_600686,Test,0
975567666_81535627099_672736,Test,0
214433266_33625472494_654455,Control,1
703380671_89376183829_330646,Test,1
808242831_11203891854_547582,Test,1
77896041_75355731404_984679,Test,1
45620691_73603339904_893107,Test,1
357366801_36260851938_178132,Test,0
599047919_49846763360_303625,Test,1
206670960_81587571690_963031,Control,1
975772941_51343563905_707287,Test,1
856554000_30931752357_168696,Test,0
166714428_58969202157_705607,Control,0
361652977_60190038404_326061,Control,0
220781360_72411111012_558676,Control,0
480829279_93662610076_296638,Control,0
81258041_3757437017_535096,Control,0
525707610_61750582866_320325,Control,1
778674270_3735379698_528037,Test,1
971655691_4607137246_838888,Test,0
848969442_49179511662_717734,Test,1
635067004_70606401759_371843,Test,0
209993986_84905842630_467003,Test,0
116702220_18237251902_503256,Test,0
506371815_49813707732_138325,Test,0
896850143_3970232047_677593,Test,0
520427694_96192410779_887781,Control,0
283807774_29194878728_667491,Test,1
673775436_30142373302_200976,Control,0
35028266_30700515704_933002,Control,0
558153214_73738513110_633185,Control,0
163808815_35858035632_60412,Control,1
528624636_63204473032_269986,Control,0
592640350_30999285541_211951,Control,1
709817414_84351957888_844121,Test,1
410686402_97742765697_358437,Control,1
14889709_65723075778_681237,Test,1
108128640_13820221567_570627,Control,1
231037644_14125094371_792083,Control,1
633327690_21303224545_950653,Test,1
685116832_7627251802_1859,Control,0
665736361_22037075641_567656,Control,1
740606826_79686246215_517997,Control,0
275726929_98205151613_948209,Control,0
395066588_30220102805_288313,Control,0
718110157_30187069554_15521,Test,0
134007567_15115655729_217700,Control,0
243888565_11511932016_556482,Control,0
260323730_4860733359_315407,Control,0
163998491_60934329258_442346,Control,0
465715594_19348452836_189402,Control,1
293370531_47973156244_536707,Control,0
701632170_3556270339_951010,Control,0
41665026_51753470823_691585,Test,0
647548129_56868500965_131381,Test,1
77554972_66551092629_15197,Control,1
990947689_46103265198_376821,Control,1
314870477_78887093982_216934,Control,0
113986262_37570427959_844167,Control,0
588585583_79005906287_946252,Control,1
76054497_88948202572_478369,Test,0
702710597_69626873201_171400,Control,1
686112143_8359670563_758609,Test,0
665411690_89136813881_637418,Test,1
477643844_38465804446_584139,Test,1
730443074_33141150024_318237,Test,0
600685411_33325077873_851787,Test,1
104503918_88678867372_299559,Test,1
355977681_69891973961_272762,Test,1
635120084_24782568860_28344,Test,0
31153631_97779768737_446462,Control,0
410677063_98247184019_169378,Test,0
440102275_13705385521_630671,Test,1
943284159_69893412037_430198,Test,0
938175562_43877000515_894644,Test,1
359702614_17079489863_327435,Control,0
452881609_58955845939_191454,Test,1
472271078_62517941610_603237,Control,1
868776017_70177154292_733013,Control,1
66401456_9010714502_650301,Control,0
121219607_22031864498_834964,Control,1
681911520_92914867642_760969,Test,1
446956920_22330695217_728324,Test,0
14887350_86189031532_619235,Test,0
804983420_80867327541_192420,Test,0
996808920_76701472471_396997,Test,0
814828921_58375300278_985829,Control,1
341393970_81711394341_568853,Test,1
220369202_41183979315_573703,Control,1
654134465_63557219021_856540,Control,0
414314336_13008655711_91250,Test,1
997318085_39552973479_214483,Test,0
337667538_15540542387_344536,Control,0
767345476_60616134734_83147,Control,1
129369360_26151717802_201123,Control,1
753673172_6311334117_806614,Test,0
893911048_99527226785_207635,Control,1
337761024_14544677723_163592,Control,0
326961738_62065101116_720091,Control,0
935335388_18249924733_570325,Test,1
874933130_86231601364_764356,Test,0
395657508_92259518864_932059,Test,0
89883630_54182251893_780971,Test,0
85112237_71863007471_46062,Test,1
607078617_8633171612_111035,Test,1
695124518_17177457457_151333,Test,1
463334639_54469060412_584013,Test,0
344461159_27109804456_318583,Test,0
328817206_50757571480_635244,Test,0
905242278_31670778523_43461,Test,0
592949558_62271358213_179046,Test,1
231591235_98604685908_621504,Control,1
126085187_97360729918_707744,Control,0
901555299_78999181649_585559,Control,0
103606500_24681696328_451700,Test,0
217095314_45683898212_274187,Control,1
172727617_3535497783_744861,Control,1
464041219_23403841137_111372,Test,1
857555460_18585466278_579606,Test,1
955781761_59942687419_460077,Test,0
82645442_95253461340_747407,Test,0
833650347_46736963931_893669,Control,0
26360697_2047682034_234510,Control,0
415211155_9856757815_423964,Control,1
457750885_51455073345_166626,Control,0
469495845_34379806841_800091,Control,1
92296262_87682757373_984435,Test,0
306685017_3874852991_993058,Control,1
126629327_38822403602_242997,Test,1
776649979_83666621469_657606,Control,1
926202786_23261261075_963240,Test,0
541163557_71968063940_480547,Control,0
9741788_60779862633_700293,Control,1
758468590_66662935836_639802,Control,1
185296733_99019918042_390371,Control,1
411697598_45070917088_306075,Test,1
232830407_57174086537_645189,Control,1
912777102_73059646065_848145,Control,1
754970746_16411148660_497766,Test,0
749996997_62623315323_450647,Test,0
167599785_43227633483_661122,Test,0
823584633_27572111766_492404,Test,0
873807884_7708708119_714127,Test,0
64706726_37429761728_114246,Test,0
177775275_75437863592_884198,Test,0
201598639_29838027042_597487,Test,0
880247287_78794049396_44462,Test,1
289320577_99858244061_615614,Control,1
282180263_69189129606_668504,Control,0
543630419_6067994526_421451,Control,0
849166895_38900345875_26333,Control,1
372256687_44909764995_459529,Test,1
647566769_48383249998_309365,Control,1
176331526_44520801798_930427,Control,0
185603376_87185376185_479702,Control,1
464879768_29988114560_944109,Test,1
96530706_45096515128_617687,Control,1
869572694_87838057183_414147,Control,0
779083019_30161286112_482387,Control,0
109666398_38721392376_849012,Control,0
22357430_7105430660_657558,Control,0
534179356_57502991795_420799,Control,0
392658824_49656538680_389703,Control,0
191671541_56061067380_554344,Control,0
329912235_29177848147_336988,Test,0
187008888_95802462370_918138,Test,1
683288358_51612930386_315976,Test,1
10823683_86056158289_300788,Control,1
528440454_71935147962_840727,Control,1
793500333_18235423987_482807,Test,1
683864473_68613547012_63951,Control,1
930754587_98815296386_925936,Control,1
64320295_86087550545_400743,Control,1
550112220_18615409981_239063,Control,0
439993087_50838222185_548365,Control,0
657605516_45437025532_670723,Control,0
938595206_30713368893_503564,Control,0
279550190_11640555740_336182,Control,0
102732284_85491431716_901533,Control,1
46611804_3481114395_363355,Test,1
677502276_80127188077_501644,Control,0
908731716_93698150588_411270,Control,0
959832242_74124124166_968705,Test,1
245005714_26552445679_460127,Control,0
430269308_39364849877_723851,Control,1
574696169_14006930984_806233,Test,0
79759663_77962922261_957875,Test,1
281872223_2344433167_29156,Test,1
212154958_37756370768_331057,Control,0
241798487_81911111283_347530,Test,0
618963179_20644494797_803941,Test,1
745692833_61920287443_418902,Control,0
988807424_71277445487_854415,Control,1
799673050_2243003331_933826,Control,0
820354255_13076059844_717012,Control,0
420310906_13304977603_330355,Test,0
433005298_77543607346_210278,Test,0
488896598_94601931091_138998,Test,0
738265957_13320277741_899293,Test,1
5019615_22243535111_116656,Test,0
36119807_93638247434_782106,Test,1
880204918_18689091454_634792,Test,0
127412374_44104804454_699824,Control,1
912626693_79576905181_115978,Control,0
196829956_78389432235_899482,Control,1
866734883_75048903307_152277,Test,1
906798800_26224674798_356263,Test,0
882884813_11792033618_96970,Test,0
356133421_57053226568_760750,Test,1
688599232_15233447304_733052,Test,0
276434214_61193884788_891648,Test,1
206828863_4089777455_350848,Test,0
53921090_52789172635_774964,Control,1
605900266_15899735773_48030,Control,1
967816778_64889703153_448474,Control,0
522753409_63363902297_167735,Test,1
805676147_62705426148_414907,Control,0
819451905_21917628047_444439,Control,1
423058804_49129088495_814757,Test,0
456909940_93149117193_357626,Test,0
904840093_62519996764_610852,Test,1
197891590_5578738587_774464,Test,0
30118373_98430600679_500589,Test,1
770825424_91676001313_422091,Control,1
62368283_49199458273_251581,Test,1
720392060_62621509217_327464,Control,1
511417525_45914409931_306261,Control,1
168699642_88257853026_860414,Control,1
670495589_39690125426_378176,Control,0
300188413_69347518894_724736,Control,1
120099049_7886971536_807691,Test,0
963599744_89010596295_138499,Test,1
920686402_43023746886_82520,Test,1
521378643_44711050525_969946,Test,0
883130478_65988410292_114614,Test,1
497574769_11601591625_479440,Control,1
810009550_25526353074_13557,Test,0
323972659_82224053397_918501,Test,0
916408378_98227629477_982437,Control,0
462294729_2066587069_924266,Control,1
127555987_82384058065_83696,Test,0
248845499_31120575750_755001,Test,0
198319395_67957220342_375385,Test,1
932088563_59644049461_41119,Test,0
698529685_46514369924_89704,Test,1
818106468_98612824962_741572,Control,0
53622806_51900454618_261613,Control,1
201549994_53459190132_306655,Control,0
711351430_96847482878_85448,Test,1
651193057_79616034044_999717,Test,0
367585023_36275874166_582420,Test,0
342274845_29211008063_544395,Control,1
410650314_62856895814_536729,Control,0
714608205_72740618630_650152,Test,0
44813999_53517532305_623043,Control,0
498405398_50097166464_746622,Control,1
